id,name,genres,publisher,year,page_count,purchase_link,price,avg_rating,num_ratings,maturity_rating,language,description,image,authors
40,Old Greek Stories,"['Mythology, Greek']",,1895,208.0,,,1.0,1.0,NOT_MATURE,en,,http://books.google.com/books/content?id=Z3wqAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['James Baldwin']
41,School Reading by Grades,"[""Children's poetry""]",,1897,,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=oHEXAAAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['James Baldwin']
42,... Six Centuries of English Poetry,['English poetry'],,1895,308.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=unAZAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['James Baldwin']
43,Fifty Famous Stories Retold,['Folklore'],,1896,172.0,,,5.0,1.0,NOT_MATURE,en,,http://books.google.com/books/content?id=J7kqAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['James Baldwin']
44,Giovanni's Room,['Fiction'],Penguin UK,2001-10-04,176.0,,,4.0,41.0,NOT_MATURE,en,"One of the BBC's '100 Novels That Shaped Our World' Baldwin's ground-breaking second novel, which established him as one of the great American writers of his time David, a young American in 1950s Paris, is waiting for his fiancée to return from vacation in Spain. But when he meets Giovanni, a handsome Italian barman, the two men are drawn into an intense affair. After three months David's fiancée returns and, denying his true nature, he rejects Giovanni for a 'safe' future as a married man. His decision eventually brings tragedy. Filled with passion, regret and longing, this story of a fated love triangle has become a landmark of gay writing. James Baldwin caused outrage as a black author writing about white homosexuals, yet for him the issues of race, sexuality and personal freedom were eternally intertwined. 'Exquisite... a feat of fire-breathing, imaginative daring' Guardian 'Excruciating beauty' San Francisco Chronicle 'Audacious... remarkable... elegant and courageous' Caryl Phillips",http://books.google.com/books/content?id=zZrFR3M5XukC&printsec=frontcover&img=1&zoom=1&source=gbs_api,['James Baldwin']
45,The Fire Next Time,['Literary Collections'],,2017,270.0,,,4.0,46.0,NOT_MATURE,en,"First published in 1963, James Baldwin's A Fire Next Time stabbed at the heart of America's so-called ldquo;Negro problemrdquo;. As remarkable for its masterful prose as it is for its uncompromising account of black experience in the United States, it is considered to this day one of the most articulate and influential expressions of 1960s race relations. The book consists of two essays, ldquo;My Dungeon Shook mdash; Letter to my Nephew on the One Hundredth Anniversary of Emancipation,rdquo; and ldquo;Down At The Cross mdash; Letter from a Region of My Mind.rdquo; It weaves thematic threads of love, faith, and family into a candid assault on the hypocrisy of the so-say ldquo;land of the freerdquo;, insisting on the inequality implicit to American society. ldquo;You were born where you were born and faced the future that you facedrdquo;, Baldwin writes to his nephew, ldquo;because you were black and for no other reason.rdquo; His profound sense of injustice is matched by a robust belief in ldquo;monumental dignityrdquo;, in patience, empathy, and the possibility of transforming America into ldquo;what America must become.rdquo;",http://books.google.com/books/content?id=gsszMQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['James Baldwin']
46,No Name in the Street,['Biography & Autobiography'],Vintage,2013-09-17,208.0,https://play.google.com/store/books/details?id=MclWAAAAQBAJ&rdid=book-MclWAAAAQBAJ&rdot=1&source=gbs_api,11.99,3.0,1.0,NOT_MATURE,en,"An extraordinary history of the turbulent sixties and early seventies that displays James Baldwin's fury and despair more deeply than any of his other works, and powerfully speaks to contemporary conversations around racism. ""It contains truth that cannot be denied.” — The Atlantic Monthly In this stunningly personal document, James Baldwin remembers in vivid details the Harlem childhood that shaped his early conciousness and the later events that scored his heart with pain—the murders of Martin Luther King and Malcolm X, his sojourns in Europe and in Hollywood, and his retum to the American South to confront a violent America face-to-face.",http://books.google.com/books/content?id=MclWAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['James Baldwin']
47,Collected Essays,['HISTORY'],Library of America James Baldwin Edition,1998,869.0,,,5.0,2.0,NOT_MATURE,en,"A comprehensive compilation of Baldwin's previously published, nonfiction writings encompasses essays on America's racial divide, the social and political turbulence of his time, and his insights into the poetry of Langston Hughes and the music of Earl Hines.",http://books.google.com/books/content?id=Dy_uAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['James Baldwin']
48,Jimmy's Blues and Other Poems,['Poetry'],Beacon Press,2014-04-01,120.0,https://play.google.com/store/books/details?id=qS09AQAAQBAJ&rdid=book-qS09AQAAQBAJ&rdot=1&source=gbs_api,12.99,,,NOT_MATURE,en,"All of the published poetry of James Baldwin, including six significant poems previously only available in a limited edition During his lifetime (1924–1987), James Baldwin authored seven novels, as well as several plays and essay collections, which were published to wide-spread praise. These books, among them Notes of a Native Son, The Fire Next Time, Giovanni’s Room, and Go Tell It on the Mountain, brought him well-deserved acclaim as a public intellectual and admiration as a writer. However, Baldwin’s earliest writing was in poetic form, and Baldwin considered himself a poet throughout his lifetime. Nonetheless, his single book of poetry, Jimmy’s Blues, never achieved the popularity of his novels and nonfiction, and is the one and only book to fall out of print. This new collection presents James Baldwin the poet, including all nineteen poems from Jimmy’s Blues, as well as all the poems from a limited-edition volume called Gypsy, of which only 325 copies were ever printed and which was in production at the time of his death. Known for his relentless honesty and startlingly prophetic insights on issues of race, gender, class, and poverty, Baldwin is just as enlightening and bold in his poetry as in his famous novels and essays. The poems range from the extended dramatic narratives of “Staggerlee wonders” and “Gypsy” to the lyrical beauty of “Some days,” which has been set to music and interpreted by such acclaimed artists as Audra McDonald. Nikky Finney’s introductory essay reveals the importance, relevance, and rich rewards of these little-known works. Baldwin’s many devotees will find much to celebrate in these pages. From the Trade Paperback edition.",http://books.google.com/books/content?id=qS09AQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['James Baldwin']
49,Nobody Knows My Name,['Literary Collections'],Penguin UK,1991-08-29,208.0,,,4.5,5.0,NOT_MATURE,en,"Baldwin's early essays have been described as 'an unequalled meditation on what it means to be black in America' . This rich and stimulating collection contains 'Fifth Avenue, Uptown: a Letter from Harlem', polemical pieces on the tragedies inflicted by racial segregation and a poignant account of his first journey to 'the Old Country' , the southern states. Yet equally compelling are his 'Notes for a Hypothetical Novel' and personal reflections on being American, on oother major artists - Ingmar Bergman and Andre Gide, Norman Mailer and Richard Wright - and on the first great conferance of Negro - American writers and artists in Paris. In his introduction Baldwin descrides the writer as requiring 'every ounce of stamina he can summon to attempt to look on himself and the world as they are' ; his uncanny ability to do just that is proclaimed on every page of this famous book.",http://books.google.com/books/content?id=Kr5lbTlxgpEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,['James Baldwin']
50,A Story of the Golden Age,"['Mythology, Greek']",,1887,286.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=dQ0OAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['James Baldwin']
51,Go Tell it on the Mountain,,,1972,253.0,,,1.0,1.0,NOT_MATURE,en,,,['James Baldwin']
52,The Devil Finds Work,['Biography & Autobiography'],Vintage,2013-09-17,144.0,https://play.google.com/store/books/details?id=-clWAAAAQBAJ&rdid=book--clWAAAAQBAJ&rdot=1&source=gbs_api,11.99,3.0,1.0,NOT_MATURE,en,"""Probing perhaps more deeply than ever before into American racial practices."" —The Nation Baldwin’s personal reflections on movies gathered here in a book-length essay are also an appraisal of American racial politics. Offering an incisive look at racism in American movies and a vision of America’s self-delusions and deceptions, Baldwin challenges the underlying assumptions in such films as In the Heat of the Night, Guess Who’s Coming to Dinner, and The Exorcist. Here are our loves and hates, biases and cruelties, fears and ignorance reflected by the films that have entertained us and shaped our consciousness. And here too is the stunning prose of a writer whose passion never diminished his struggle for equality, justice, and social change.",http://books.google.com/books/content?id=-clWAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['James Baldwin']
53,Old Greek Stories,"['Mythology, Greek']",,1895,208.0,,,1.0,1.0,NOT_MATURE,en,,http://books.google.com/books/content?id=Z3wqAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['James Baldwin']
54,School Reading by Grades,"[""Children's poetry""]",,1897,,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=oHEXAAAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['James Baldwin']
