,id,name,genres,publisher,year,page_count,purchase_link,price,avg_rating,num_ratings,maturity_rating,language,description,image,authors,AuthorConnections,PublisherConnections
39,39,"Rebecca, Born in the Maelstrom",['Fiction'],House of Anansi,2009-09-15,216.0,https://play.google.com/store/books/details?id=XrowTELNMFQC&rdid=book-XrowTELNMFQC&rdot=1&source=gbs_api,16.95,5.0,1.0,NOT_MATURE,en,"With this astounding fourth novel in her ongoing series of contemporary masterpieces (These Festive Nights, Thunder and Light, Augustino and the Choir of Destruction, and Rebecca, Born in the Maelstrom), Marie-Claire Blais invites us again to enter a complex circle of unforgettable characters. But this time, the tone is different: Blais' writing has acquired a new, buoyant, electrifying rhythm -- a rhythm some critics have described as the heartbeat of the world. As we follow a central character named Rebecca, the voice in the novel becomes the voice of the world inventing itself, and the future playing itself out. As the GG jury wrote, this breathtaking paroxysm of a novel turns any commonly held vision of the world upside down. Blais' transcendent prose illuminates her characters with an extraordinary light. Nigel Spencer is Marie-Claire Blais' long-time translator and a Governor General's Award winner for his work on this series of books. He gives us Blais' singular vision in supple English prose that is as transcendent and nuanced as the original French.",http://books.google.com/books/content?id=XrowTELNMFQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Marie-Claire Blais'],[10],[]
40,40,Nights in the Underground,['Bars (Drinking establishments)'],,1982,199.0,,,,,NOT_MATURE,en,"Through Genevieve--a woman struggling with an idealistic vision of love--a door is opened into the lives of the characters through which Marie-Claire Blais came to the forefront of feminism in Canada. Night after night in a club called The Underground, Genevieve and her friends live out their loves and their tragedies apart from the day-to-day life of the city. Each glance, each embrace, and each ensuing encounter weaves a profound matrix of human isolation, with transcendence found in the healing power of love.",http://books.google.com/books/content?id=VDwmAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Marie-Claire Blais'],[10],[]
41,41,The Manuscripts of Pauline Archange,['Canada'],"New York : Farrar, Straus & Giroux",1970,217.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=I6wTAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Marie-Claire Blais'],[10],[]
42,42,The Exile,['Fiction'],,2000,162.0,,,,,NOT_MATURE,en,"This collection of nine short stories and a novella offers a fine introduction to the short fiction of Marie-Claire Blais. The stories range widely in setting and form, and take us from depictions of the dark period of the ""Grande Noirceur"" of pre-1960s QuŽbec to civil rights activism, and on to an explosive love triangle in Paris. The first English translation of many of these stories, with an illuminating introduction by Ronald B. Hatch.",http://books.google.com/books/content?id=txweAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Marie-Claire Blais'],[10],[]
43,43,The Angel of Solitude,['Fiction'],Talonbooks Limited,1993,139.0,,,,,MATURE,en,Eight lesbian women strive to achieve an all-female utopia within which homophobia and their own pasts and differences are abolished.,http://books.google.com/books/content?id=aHtcAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Marie-Claire Blais'],[10],[]
44,44,St. Lawrence Blues,['Alienation (Social psychology)'],"New York : Farrar, Straus and Giroux",1974,229.0,,,,,NOT_MATURE,en,"Marie-Claire Blais wanted to write the novel of proletarian and marginal Montreal, but in fact she uses almost the same psychological and social variables as in her previous writings.",http://books.google.com/books/content?id=gXwnAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Marie-Claire Blais'],[10],[190]
45,45,A Literary Affair,['Paris (France)'],McClelland & Stewart,1979,160.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=xX0nAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Marie-Claire Blais'],[10],[331]
46,46,Wintersleep,['Drama'],,1998,144.0,,,,,NOT_MATURE,en,"Known internationally as an award-winning QuŽbecois novelist, Marie-Claire Blais has remained hidden as a dramatist from Anglophone readers. Nigel Spencer's first-ever translation recreates Blais' disturbing yet lyrical dramas, evoking a world of ""winter sleep,"" while in the new millennium people prepare to put on new costumes, take on new roles.",http://books.google.com/books/content?id=gXxcAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Marie-Claire Blais'],[10],[]
47,47,"Rebecca, Born in the Maelstrom",['Fiction'],House of Anansi,2009,201.0,,,5.0,1.0,NOT_MATURE,en,"With this astounding fourth novel in her ongoing series of contemporary masterpieces, Marie-Claire Blais invites us again to enter a complex circle of unforgettable characters. But this time, the tone is different: Blais’ writing has acquired a new, buoyant, electrifying rhythm — a rhythm described as ""the heartbeat of the world."" As we follow a central character named Rebecca, the voice in the novel becomes the voice of the world inventing itself, and the future playing itself out. Here Nigel Spencer, Marie-Claire Blais’ longtime translator, gives us Blais’ singular vision in supple English prose that is as transcendent and nuanced as the original French.",http://books.google.com/books/content?id=dNTzAXcB26oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Marie-Claire Blais'],[10],[]
48,48,Dürer's Angel,['Fiction'],Talonbooks Limited,1976,105.0,,,,,MATURE,en,A novel of Pauline Archange's desire to translate the events of her life into words.,http://books.google.com/books/content?id=2HwnAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Marie-Claire Blais'],[10],[]
49,49,Ossuaries,['Poetry'],McClelland & Stewart,2010-03-30,112.0,https://play.google.com/store/books/details?id=xEItJuqjFDUC&rdid=book-xEItJuqjFDUC&rdot=1&source=gbs_api,12.99,,,NOT_MATURE,en,"Dionne Brand’s hypnotic, urgent long poem – her first book of poetry in four years, is about the bones of fading cultures and ideas, about the living museums of spectacle where these bones are found. At the centre of Ossuaries is the narrative of Yasmine, a woman living an underground life, fleeing from past actions and regrets, in a perpetual state of movement. She leads a solitary clandestine life, crossing borders actual (Algiers, Cuba, Canada), and timeless. Cold-eyed and cynical, she contemplates the periodic crises of the contemporary world. This is a work of deep engagement, sensuality, and ultimate craft from an essential observer of our time and one of the most accomplished poets writing today.",http://books.google.com/books/content?id=xEItJuqjFDUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Dionne Brand'],[15],[331]
50,50,What We All Long For,['Fiction'],Vintage Canada,2011-05-18,336.0,,,3.0,12.0,MATURE,en,"“They were born in the city from people born elsewhere.” What We All Long For follows the overlapping stories of a close circle of second-generation twenty-somethings living in downtown Toronto. There’s Tuyen, a lesbian avant-garde artist and the daughter of Vietnamese parents who’ve never recovered from losing one of their children in the crush to board a boat out of Vietnam in the 1970s. Tuyen defines herself in opposition to just about everything her family believes in and strives for. She’s in love with her best friend Carla, a biracial bicycle courier, who’s still reeling from the loss of her mother to suicide eighteen years earlier and who must now deal with her brother Jamal’s latest acts of delinquency. Oku is a jazz-loving poet who, unbeknownst to his Jamaican-born parents, has dropped out of university. He is in constant conflict with his narrow-minded and verbally abusive father and tormented by his unrequited love for Jackie, a gorgeous black woman who runs a hip clothing shop on Queen Street West and dates only white men. Like each of her friends, Jackie feels alienated from her parents, former hipsters from Nova Scotia who never made it out of subsidized housing after their lives became entangled with desire and disappointment. The four characters try to make a life for themselves in the city, supporting one another through their family struggles. There’s a fifth main character, Quy, the child who Tuyen’s parents lost in Vietnam. In his first-person narrative, Quy describes how he survived in various refugee camps, then in the Thai underworld. After years of being hardened, he has finally made his way to Toronto and will soon be reunited with his family – whether to love them or hurt them, it’s not clear. His story builds to a breathless crescendo in an ending that will both shock and satisfy readers. What We All Long For is a gripping and, at times, heart-rending story about identity, longing and loss in a cosmopolitan city. No other writer has presented such a powerful and richly textured portrait of present-day Toronto. Rinaldo Walcott writes in The Globe and Mail: “… every great city has its literary moments, and contemporary Toronto has been longing for one. We can now say with certainty that we no longer have to long for a novel that speaks this city’s uniqueness: Dionne Brand has given us exactly that.” Donna Bailey Nurse writes in the National Post: “What We All Long For is a watershed novel. From now on, Canadian writers will be pressed to portray contemporary Toronto in all its multiracial colour and polyphonic sound.” But What We All Long For is not only about a particular city. It’s about the universal experience of being human. As Walcott puts it, “Brand makes us see ourselves differently and anew. She translates our desires and experiences into a language, an art that allows us to voice that which we live, but could not utter or bring to voice until she did so for us.”",http://books.google.com/books/content?id=scX0hFgc8V8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Dionne Brand'],[15],[]
51,51,Theory,,Vintage Books Canada,2019-08-06,192.0,,,,,NOT_MATURE,en,"A smart, sensual and witty novel about what happens when love and intellect are set on a collision course. This compact tour de force affirms Dionne Brand's place as one of Canada's most dazzling and influential artists. By effortlessly telling this short, intense tale in the voice of an unnamed, ungendered (and brilliantly unreliable) narrator, Dionne Brand makes a bold statement not only about love and personhood, but about race and gender--and what can and cannot be articulated in prose when the forces that inhabit the space between words are greater than words themselves. A gorgeous, profoundly moving, word- and note-perfect novel of ideas that only a great artist at the height of her powers could write.",http://books.google.com/books/content?id=I4VmswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Dionne Brand'],[15],[516]
52,52,Land to Light on,['Poetry'],McClelland & Stewart Limited,1997,103.0,,,,,NOT_MATURE,en,"A classic, prize-winning novel about an epic migration and a lone woman haunted by the past in frontier Waipu. In the 1850s, a group of settlers established a community at Waipu in the northern part of New Zealand. They were led there by a stern preacher, Norman McLeod. The community had followed him from Scotland in 1817 to found a settlement in Nova Scotia, then subsequently to New Zealand via Australia. Their incredible journeys actually happened, and in this winner of the New Zealand Book Awards, Fiona Kidman breathes life and contemporary relevance into the facts by creating a remarkable fictional story of three women entangled in the migrations - Isabella, her daughter Annie and granddaughter Maria. McLeod's harsh leadership meant that anyone who ran counter to him had to live a life of secrets. The 'secrets' encapsulated the spirit of these women in their varied reactions to McLeod's strict edicts and connect the past to the present and future.",http://books.google.com/books/content?id=8WNEvMin8l8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Dionne Brand'],[15],[331]
53,53,Exquisite Corpse,['Fiction'],Simon and Schuster,1997-08-20,240.0,https://play.google.com/store/books/details?id=sNjSPfnFNbUC&rdid=book-sNjSPfnFNbUC&rdot=1&source=gbs_api,12.99,3.5,23.0,NOT_MATURE,en,"From the author of Lost Souls, Drawing Blood, and Wormwood comes a thrilling and chilling novel that bestselling author Peter Straub says serves as a “guidebook to hell.” To serial slayer Andrew Compton, murder is an art, the most intimate art. After feigning his own death to escape from prison, Compton makes his way to the United States with the sole ambition of bringing his “art” to new heights. Tortured by his own perverse desires, and drawn to possess and destroy young boys, Compton inadvertently joins forces with Jay Byrne, a dissolute playboy who has pushed his “art” to limits even Compton hadn’t previously imagined. Together, Compton and Byrne set their sights on an exquisite young Vietnamese-American runaway, Tran, whom they deem to be the perfect victim. Swiftly moving from the grimy streets of London’s Piccadilly Circus to the decadence of the New Orleans French Quarter, Poppy Z. Brite dissects the landscape of torture and invites us into the mind of a killer. Exquisite Corpse confirms Brite as a writer who defies categorization. It is a novel for those who dare trespass where the sacred and profane become one.",http://books.google.com/books/content?id=sNjSPfnFNbUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Poppy Z. Brite'],[16],[]
