name,bio
University Press of Kansas,"The University Press of Kansas is a publisher located in Lawrence, Kansas.  Operated by The University of Kansas, it represents the six state universities in the US state of Kansas: Emporia State University, Fort Hays State University, Kansas State University (K-State), Pittsburg State University, the University of Kansas (KU), and Wichita State University.[a]
"
University Press of Kentucky,"The University Press of Kentucky (UPK) is the scholarly publisher for the Commonwealth of Kentucky, and was organized in 1969 as successor to the University of Kentucky Press. The university had sponsored scholarly publication since 1943. In 1949 the press was established as a separate academic agency under the university president, and the following year Bruce F. Denbo, then of Louisiana State University Press, was appointed as the first full-time professional director. Denbo served as director of UPK until his retirement in 1978, building a small but distinguished list of scholarly books with emphasis on American history and literary criticism.
"
Usborne Publishing,"
"
Valancourt Books,"
"
Velázquez Press,"Velázquez Press is the publisher of Velázquez Spanish and English Dictionary.
"
Verso Books,"Verso Books (formerly New Left Books) is a publishing house based in London and New York City, founded in 1970 by the staff of New Left Review.
"
Victor Gollancz Ltd,"
"
Viking Press,"Viking Press (formally Viking Penguin, also listed as Viking Books) is an American publishing company now owned by Penguin Random House. It was founded in New York City on March 1, 1925, by Harold K. Guinzburg and George S. Oppenheim[1] and then acquired by the Penguin Group in 1975.[2][3]
"
Vintage Books,"Vintage Books is a trade paperback publishing imprint established in 1954 by Alfred A. Knopf.
"
Virago Press,"
"
Virgin Books,"
"
Voyager Books,"HarperCollins Publishers LLC is one of the Big Five English-language publishing companies, alongside Penguin Random House, Simon & Schuster, Hachette, and Macmillan. The company is headquartered in New York City and is a subsidiary of News Corp. The name is a combination of several publishing firm names: Harper & Row, an American publishing company acquired in 1987—whose own name was the result of an earlier merger of Harper & Brothers (founded in 1817) and Row, Peterson & Company—together with Scottish publishing company William Collins, Sons (founded in 1819), acquired in 1989.
"
HarperCollins,"HarperCollins Publishers LLC is one of the Big Five English-language publishing companies, alongside Penguin Random House, Simon & Schuster, Hachette, and Macmillan. The company is headquartered in New York City and is a subsidiary of News Corp. The name is a combination of several publishing firm names: Harper & Row, an American publishing company acquired in 1987—whose own name was the result of an earlier merger of Harper & Brothers (founded in 1817) and Row, Peterson & Company—together with Scottish publishing company William Collins, Sons (founded in 1819), acquired in 1989.
"
W. H. Allen & Co.,"
"
W. W. Norton & Company,"W. W. Norton & Company is an American publishing company based in New York City. Established in 1923, It has been owned wholly by its employees since the early 1960s. The company is known for its Norton Anthologies (particularly The Norton Anthology of English Literature) and its texts in the Norton Critical Editions series, both of which are frequently assigned in university literature courses.[3]
"
Walter de Gruyter,"
"
Ward Lock & Co,"Ward, Lock & Co. was a publishing house in the United Kingdom that started as a partnership and developed until it was eventually absorbed into the publishing combine of Orion Publishing Group.
"
WBusiness Books,"New Win Publishing is a book publisher based in El Monte, California.  New Win Publishing is owned by Academic Learning Company, LLC.   
"
Weidenfeld & Nicolson,"Weidenfeld & Nicolson Ltd (established 1949), often shortened to W&N or Weidenfeld, is a British publisher of fiction and reference books. It has been a division of the French-owned Orion Publishing Group since 1991.
"
Well-Trained Mind Press,"Susan Wise Bauer (born 1968) is an American author, English instructor of writing and American literature at The College of William and Mary, and founder of Well-Trained Mind Press (formerly Peace Hill Press).
"
Wesleyan University Press,"Wesleyan University Press is a university press that is part of Wesleyan University in Middletown, Connecticut. The Press is currently directed by Suzanna Tamminen, a published poet and essayist.[2][3]
"
WestBow Press,"Thomas Nelson is a publishing firm that began in West Bow, Edinburgh, Scotland, in 1798 as the namesake of its founder. It is a subsidiary of HarperCollins, the publishing unit of News Corp. It describes itself as a ""world leading publisher and provider of Christian content"".[1]
"
Thomas Nelson,"Thomas Nelson is a publishing firm that began in West Bow, Edinburgh, Scotland, in 1798 as the namesake of its founder. It is a subsidiary of HarperCollins, the publishing unit of News Corp. It describes itself as a ""world leading publisher and provider of Christian content"".[1]
"
Westminster John Knox Press,"Westminster John Knox Press is a book publisher in Louisville, Kentucky and is part of Presbyterian Publishing Corporation, the publishing arm of the Louisville, Kentucky-based Presbyterian Church (U.S.A.).[3] Their publishing focus is on books in:
"
Wildside Press,"Wildside Press is an independent publishing company in Cabin John, Maryland, United States. It was founded in 1989 by John Betancourt and Kim Betancourt. While the press was originally conceived as a publisher of speculative fiction in both trade and limited editions, its focus has broadened since then, both in content and format.
"
Wiley,"John Wiley & Sons, Inc., commonly known as Wiley (/ˈwaɪli/), is an American multinational publishing company founded in 1807 that focuses on academic publishing and instructional materials. The company produces books, journals, and encyclopedias, in print and electronically, as well as online products and services,[1] training materials, and educational materials for undergraduate, graduate, and continuing education students.[2]
"
William Edwin Rudge,"William Edwin Rudge is the name of a grandfather, father and son, all of whom worked in the printing business.
"
William B. Eerdmans Publishing Company,"
"
Windgate Press,"Windgate Press is a small American publisher located in Sausalito, California whose focus is on San Francisco and California photographic history.
"
Wipf and Stock,"Wipf and Stock is a publisher in Eugene, Oregon, publishing works in theology, biblical studies, history[2] and philosophy.[3]
"
Wisdom Publications,"The Foundation for the Preservation of the Mahayana Tradition (FPMT) was founded in 1975 by Lamas Thubten Yeshe and Thubten Zopa Rinpoche, who began teaching Buddhism to Western students in Nepal. The FPMT has grown to encompass over 160 Dharma centers, projects, and services in 37 countries. Since the death of Lama Yeshe in 1984, the FPMT's spiritual director has been Lama Zopa Rinpoche.
"
Witherby Publishing Group,"
"
Woodhead Publishing,"Woodhead Publishing Limited was established in 1989 as an independent international publishing company of science and technical books. The company publishes books in association with The Textile Institute, Cambridge International Science Publishing. They have previously published books in association with The Institute of Materials, Minerals and Mining (IOM3) and the European Federation of Corrosion.
"
Wordfarm,"WordFarm is a small, independent, literary press based in Seattle, Washington. WordFarm publishes literary fiction, nonfiction and poetry.
"
Workman Publishing Company,"Workman Publishing Company is an independent publisher of trade books and calendars, known primarily for non-fiction books along with calendars.  Located in New York City, New York, US, the company includes several imprints with offices located throughout the United States.   Peter Workman founded the company in 1968 when he published the book Yoga 28-Day Exercise Plan.  As of July 2007, two-thirds of the books published by the company remained in print.[2]
"
World Publishing Company,"The World Publishing Company was an American publishing company founded by Alfred H. Cahen. Originally headquartered in Cleveland, the company later added an office in New York City. The company published genre fiction, trade paperbacks, children's literature, nonfiction books, textbooks, Bibles, and dictionaries,[1] primarily from 1940 to 1980. Authors published by World Publishing Company include Ruth Nanda Anshen, Michael Crichton, Simone de Beauvoir, Robert Ludlum, Sam Moskowitz, Ayn Rand, Rex Stout, Gay Talese, and Lin Yutang. The company's Cleveland headquarters were located in the Caxton Building.[2]
"
World Scientific,"World Scientific Publishing is an academic publisher of scientific, technical, and medical books and journals headquartered in Singapore. The company was founded in 1981. It publishes about 600 books annually as well as 135 journals in various fields. In 1995, World Scientific co-founded the London-based Imperial College Press together with the Imperial College of Science, Technology and Medicine.
"
Wrecking Ball Press,"Wrecking Ball Press is an independent poetry & prose publishing company, based in Hull, East Riding of Yorkshire, England.  Wrecking Ball Press was established and is edited by Shane Rhodes; it was born in the back of a café.[1]
"
Wrox Press,"Wrox Press (established in 1992) is a computer book publisher, originally based in Birmingham, England. Wrox uses a ""programmer to programmer"" approach, as all books published by Wrox are written by software developers.[1][2][page needed] The original books were easily recognized by their red covers and black and white pictures of the authors.
"
Wiley,"John Wiley & Sons, Inc., commonly known as Wiley (/ˈwaɪli/), is an American multinational publishing company founded in 1807 that focuses on academic publishing and instructional materials. The company produces books, journals, and encyclopedias, in print and electronically, as well as online products and services,[1] training materials, and educational materials for undergraduate, graduate, and continuing education students.[2]
"
WSOY,"Sanoma Corporation (Finnish: Sanoma Oyj, formerly SanomaWSOY) is Finland's largest media group. The company has media business in Finland and a learning business in Belgium, the Netherlands, Poland, Sweden, Norway and Spain, among others. The company is headquartered in Helsinki. At the end of 2020, Sanoma had approximately 4,800 employees.
"
Xoanon Publishing,"Andrew D. Chumbley (15 September 1967 – 15 September 2004) was an English practitioner and theorist of magic, and a writer, poet and artist. He was Magister of the UK-based magical group Cultus Sabbati.[2]
"
Yale University Press,"Yale University Press is a university press associated with Yale University.  It was founded in 1908 by George Parmly Day,[3] and became an official department of Yale University in 1961, but it remains financially and operationally autonomous.
"
Zed Books,"
"
Ziff Davis,"
"
Zondervan,"Zondervan is an international Christian media and publishing company located in Grand Rapids, Michigan. Zondervan is a founding member of the Evangelical Christian Publishers Association (ECPA). They are a part of  HarperCollins Christian Publishing, Inc. and has multiple imprints including Zondervan Academic, Zonderkidz, Blink, and Editorial Vida.[1] Zondervan is the commercial rights holder for the New International Version (NIV) Bible in North America.
"
