name,bio
Kai Cheng Thom,"Kai Cheng Thom is a Canadian writer and social worker.[1] She has published four books, including the novel Fierce Femmes and Notorious Liars: A Dangerous Trans Girl's Confabulous Memoir (2016),[2] the poetry collection a place called No Homeland (2017),[3] a children's book, From the Stars in The Sky to the Fish in the Sea (2017),[4] and I Hope We Choose Love: A Trans Girl's Notes from the End of the World (2019), a book of essays centered on transformative justice.[5]
"
Colin Thomas,"Colin Thomas is a Canadian writer from Vancouver, British Columbia. He is known as a longtime theatre critic for The Georgia Straight, an alt-weekly, serving 30 years until 2016.[1]
"
Sara Tilley,"Sara Tilley is a Canadian writer from Newfoundland and Labrador,[1] most noted for winning the Winterset Award in 2016 for her novel Duke.[2] The novel was also named to the initial longlist for the 2017 International Dublin Literary Award,[3] but was not a finalist.
"
James Tiptree Jr.,"
"
Colm Tóibín,"
"
Peterson Toscano,"Peterson Toscano (born February 17, 1965 in Stamford, Connecticut) is a playwright, actor, Bible scholar, blogger, podcaster, advocate against global warming, and gay rights activist. Toscano spent nearly two decades undergoing ex-gay treatment and conversion therapy before accepting his sexual orientation and coming out as a gay man.[2] He has since shared his experiences internationally through various media outlets, especially plays. His talks and performances use comedy and storytelling to explore LGBTQ issues, religion, and climate change.[3]
"
Paul Toupin,"
Paul Toupin (December 7, 1918 – March 8, 1993) was a Quebec journalist, essayist and playwright.[1]
"
Matthew J. Trafford,"Matthew J. Trafford is a Canadian writer, who was awarded an Honour of Distinction from the Dayne Ogilvie Prize for LGBT writers in 2011.[1]
"
Michel Tremblay,"Michel Tremblay, CQ (born 25 June 1942) is a French Canadian novelist and playwright.
"
Roland Michel Tremblay,"Roland Michel Tremblay (born October 15, 1972 in Quebec City, Quebec) is a French Canadian author, poet, scriptwriter, development producer and science-fiction consultant. He has been living in London since 1995.
"
Mary L. Trump,"
"
Christos Tsiolkas,"
Christos Tsiolkas (born 1965) is an Australian author.
"
Marina Tsvetaeva,"
"
Aren X. Tulchinsky,"Aren X. Tulchinsky, formerly known as Karen X. Tulchinsky,[1] is a Canadian novelist, short story writer, anthologist and screenwriter from Vancouver, British Columbia.
"
Arielle Twist,"Arielle Twist is a Cree poet from Canada.[1] Her debut poetry collection Disintegrate / Dissociate was published in 2019, and won the Indigenous Voices Award for English poetry in 2020;[2] in the same year, Twist won the Dayne Ogilvie Prize for emerging LGBTQ writers.[3]
"
Karl Heinrich Ulrichs,"
"
Luz María Umpierre,"Luz María ""Luzma"" Umpierre-Herrera (born 1947 in Santurce, Puerto Rico) is a Puerto Rican human rights advocate, New-Humanist educator, poet, and scholar.  Umpierre-Herrera works on the topics of activism and social equality, the immigrant experience and bilingualism in the United States, and Lesbian, Gay, Bisexual, and Transgender (LGBT) issues. Umpierre has published ten poetry books and has had numerous essays published in academic journals.
"
Fernando Vallejo,"Fernando Vallejo Rendón (born 1942 in Medellín, Colombia) is a Colombian-born novelist, filmmaker and essayist. He obtained Mexican nationality in 2007.
"
Ruth Vanita,"
"
Marlene van Niekerk,"Marlene van Niekerk is a South African academic, novelist and poet who is best known internationally for her novels Triomf and Agaat. Her graphic and controversial descriptions of a poor Afrikaner family in Johannesburg in Triomf brought her to the forefront of a post-apartheid society still struggling to come to terms with all the changes in South Africa. This novel was made into an award-winning film, likewise called Triomf, in 2008, directed by Michael Raeburn.
"
R. M. Vaughan,"Richard Murray Vaughan (March 2, 1965 – October 2020)[1] was a Canadian writer and artist.[2]
"
Sándor Vay,"
"
Carl Van Vechten,"
"
Valeria Vegas,"Valeria Martínez Zaragoza (born August 8, 1985 in Valencia, Spain), known by her pseudonym Valeria Vegas, is a Spanish journalist,[1] documentary filmmaker, essayist, writer, collaborator and producer.[2][3]
"
Paul Verlaine,"
"
Théophile de Viau,"Théophile de Viau (1590 – 25 September 1626) was a French Baroque poet and dramatist.
"
Gore Vidal,"
"
Xavier Villaurrutia,"Xavier Villaurrutia y González (27 March 1903 – 25 December 1950) was a Mexican poet, playwright and literary critic whose most famous works are the short theatrical dramas called Autos profanos, compiled in the work Poesía y teatro completos, published in 1953.
"
David Viñas,"David Viñas (July 28, 1927 – March 10, 2011)[1] was an Argentine dramatist, critic, and novelist.
"
Virgil,"
"
Renée Vivien,"Renée Vivien (11 June 1877 – 18 November 1909) was a British poet who wrote in French, in the style of the Symbolistes and the Parnassiens. A high-profile lesbian in the Paris of the Belle Époque, she is notable for her work, which has received more attention following a recent revival of interest in Sapphic verse. Many of her poems are autobiographical, pertaining mostly to Baudelarian themes of extreme romanticism and frequent despair. She was the subject of a pen-portrait by her friend and neighbor Colette.
"
Bruno Vogel,"Bruno Vogel  (29 September 1898 – 5 April 1987) was a German pacifist and writer.
"
Paula Vogel,"Paula Vogel (born November 16, 1951) is an American playwright who received the 1998 Pulitzer Prize for Drama for her play How I Learned to Drive. A longtime teacher, Vogel spent the bulk of her academic career – from 1984 to 2008 – at Brown University, where she served as Adele Kellenberg Seaver Professor in Creative Writing, oversaw its playwriting program, and helped found the Brown/Trinity Rep Consortium. From 2008 to 2012, Vogel was Eugene O'Neill Professor of Playwriting and department chair at the Yale School of Drama, as well as playwright in residence at the Yale Repertory Theatre.[1]
"
Rinaldo Walcott,"Rinaldo Walcott (born 1960) is a Canadian academic and writer. He wrote in 2021 ""I was born in the Caribbean Barbados and have lived most of my life in Canada, specifically Toronto.""[1] Currently, he is an associate professor at the Ontario Institute for Studies in Education and the director of the Women and Gender Studies Institute at the University of Toronto. He is also affiliated with the Cinema Studies Institute at the University of Toronto.[2] Walcott was formerly an assistant professor at York University.[3] From 2002 to 2007, he was the Canada Research Chair of Social Justice and Cultural Studies.[4]
"
Alice Walker,"
"
Betsy Warland,"
"
Sylvia Townsend Warner,"
"
Patricia Nell Warren,"
"
Bryan Washington,"Bryan Washington (born October 1993) is an American writer. He published his debut short story collection, Lot, in 2019[1] and a novel, Memorial, in 2020.
"
Sarah Waters,"
"
David Watmough,"David Arthur Watmough (August 17, 1926 - August 4, 2017) was a Canadian playwright, short story writer and novelist.
"
Evelyn Waugh,"
"
Thomas Waugh,"Hard to Imagine: Gay Male Eroticism in Photography and Film from Their Beginnings to Stonewall
The Romance of Transgression in Canada: Queering Sexualities, Nations, Cinemas
"
Jessica L. Webb,"Jessica L. Webb is a Canadian writer of mystery thriller novels.[1] Her second published novel, Pathogen, won a Lambda Literary Award in the Lesbian Mystery category at the 29th Lambda Literary Awards in 2017,[2] and her fourth novel, Repercussions, is a shortlisted nominee in the same category at the 30th Lambda Literary Awards in 2018.[3]
"
Barry Webster,"Barry Webster (born 1961)[1] is a Canadian writer. Originally from Toronto, Ontario, he is currently based in Montreal, Quebec.[2]
"
John Weir,"John Weir (born 8 February 1959 in Tarrytown, New York) is an American writer.[1] He is the author of two novels, The Irreversible Decline of Eddie Socket (HarperCollins, 1989), which won the Lambda Literary Award for Gay Debut Fiction at the 2nd Lambda Literary Awards in 1990, and for which he received an NEA Fellowship in Fiction in 1991; and What I Did Wrong (Viking, 2006).[1]
"
Denton Welch,"
"
Robert Westfield,"Robert Westfield (born 1972) is an American writer, who won two Lambda Literary Awards in 2007 for his debut novel Suspension.[1] The novel, published in 2006 by Harper Perennial,[2] was nominated for and won Lambdas in the categories of Gay Fiction and Gay Debut Fiction.[1]
"
Edmund White,"
"
Patrick White,"
"
Joshua Whitehead,"Joshua Whitehead is a Canadian First Nations, two spirit poet and novelist.[1]
"
William Whitehead,"William Frederick (Bill) Whitehead (August 16, 1931 – February 1, 2018) was a Canadian writer, actor and filmmaker. Whitehead is best known as a writer of radio and television documentaries[1] and as the former partner of the late Canadian writer Timothy Findley.[2]
"
Walt Whitman,"
"
Zoe Whittall,"Zoe Whittall (born February 16, 1976) is a Canadian poet, novelist and TV writer.[1][2] She has published four novels and three poetry collections to date.
"
Oscar Wilde,"
"
Thornton Wilder,"
"
Michael Willhoite,"Michael Willhoite is
an artist and writer who is best known for his children's books depicting families with gay parents. His book Daddy's Roommate (1990) was the second most challenged book in American libraries in the decade of 1990-1999, according to the American Library Association.[1]
"
Jonathan Williams,"Jonathan Williams (March 8, 1929 – March 16, 2008) was an American poet, publisher, essayist, and photographer. He is known as the founder of The Jargon Society, which has published poetry, experimental fiction, photography, and folk art since 1951.
"
Tennessee Williams,"
"
Angus Wilson,"
"
Douglas Wilson,"Douglas Wilson (1950–1992) was a Canadian gay activist, graduate student, publisher and writer born in Saskatchewan. In 1975, he gained prominence in a fight for gay rights with the University of Saskatchewan. The university's dean of the College of Education refused to allow Wilson into the school system to supervise practice teachers because of his public involvement with the gay liberation movement.[1] Wilson was vice-president of the Gay Community Centre Saskatoon and had been trying to start a gay academic union at the university. The Saskatchewan Human Rights Commission failed to protect Wilson and his case was unsuccessful.[2]
"
Jacqueline Wilson,"
"
Jonathan Wilson,"Jonathan Wilson is a Canadian actor, comedian and playwright, best known for his 1996 play My Own Private Oshawa.[1] The play, a semi-autobiographical comedy about growing up gay in Oshawa, Ontario,[2] was also optioned by Sandra Faire's SFA Productions for production as a film, which won an award at the Columbus International Film & Video Festival in 2002 before being broadcast as a television movie on CTV in 2005.[3]
"
Martin Wilson,"Martin Wilson (born 1973 in Tuscaloosa, Alabama) is an American writer. He is best known for his award-winning debut novel What They Always Tell Us, published in 2008.[1]
"
Jia Qing Wilson-Yang,"
"
Johann Joachim Winckelmann,"Johann Joachim Winckelmann (/ˈvɪŋkəlˌmɑːn/;[4] German: [ˈvɪŋkl̩man]; 9 December 1717 – 8 June 1768) was a German art historian and archaeologist.[5] He was a pioneering Hellenist who first articulated the difference between Greek, Greco-Roman and Roman art. ""The prophet and founding hero of modern archaeology"",[6] Winckelmann was one of the founders of scientific archaeology and first applied the categories of style on a large, systematic basis to the history of art. Many consider him the father of the discipline of art history.[7] He was one of the first to separate Greek Art into periods, and time classifications.[8] His would be the decisive influence on the rise of the Neoclassical movement during the late 18th century. His writings influenced not only a new science of archaeology and art history but Western painting, sculpture, literature and even philosophy. Winckelmann's History of Ancient Art (1764) was one of the first books written in German to become a classic of European literature. His subsequent influence on Lessing, Herder, Goethe, Hölderlin, Heine, Nietzsche, George, and Spengler has been provocatively called ""the Tyranny of Greece over Germany.""[9]
"
Donald Windham,"Donald Windham (July 2, 1920 – May 31, 2010) was an American novelist and memoirist. He is perhaps best known for his close friendships with Truman Capote and Tennessee Williams. Born in Atlanta, Georgia, Windham moved with his then-boyfriend Fred Melton, an artist, to New York City in 1939. In 1942 Windham collaborated with Williams on the play, You Touched Me!,[1] which is based on a D. H. Lawrence short story with the same title. Windham received a Guggenheim Fellowship in 1960.[2]
"
Christa Winsloe,"Christa Winsloe (23 December 1888 – 10 June 1944), formerly Baroness Christa Hatvany de Hatvan, was a German-Hungarian novelist, playwright and sculptor, best known for her play Gestern und heute (known under several titles, see below), filmed in 1931 as Mädchen in Uniform and the 1958 remake. Winsloe was the first to write a play on female homosexuality in the Weimar Republic, yet without a ""radical critique of the social discrimination of lesbian women.""[1]
"
Jeanette Winterson,"
"
Monique Wittig,"Monique Wittig (French: [vitig]; July 13, 1935 – January 3, 2003) was a French author, philosopher and feminist theorist[1] who wrote about overcoming socially enforced gender roles and who coined the phrase ""heterosexual contract"". She published her first novel, L'Opoponax, in 1964.  Her second novel, Les Guérillères (1969), was a landmark in lesbian feminism.[2]
"
Rita Wong,"Rita Wong (born 1968) is a Canadian poet.
"
Alan Woo,"Alan Woo is a Canadian writer, who won the Christie Harris Illustrated Children's Literature Prize in 2013 for his debut book Maggie's Chopsticks.[1] His second children's book David Jumps In was released by Kids Can Press in March 2020. He has also published poetry and short stories in Ricepaper, Quills and Plenitude.[2]
"
Jaime Woo,"Jaime Woo is a Canadian writer and game developer.[1] He is best known for his 2013 book Meet Grindr: How One App Changed the Way We Connect,[2] an exploration of the impact of Grindr on social interaction in the gay male community which was a shortlisted nominee for the Lambda Literary Award for non-fiction at the 26th Lambda Literary Awards.[3]
"
Marnie Woodrow,"Marnie Woodrow (born 1969) is a Canadian comedian and writer[1] and editor. She has also worked as an editor, magazine writer and as a researcher for TV and radio.
"
Virginia Woolf,"
"
Bart Yates,"Bart Yates is an American novelist, from Iowa City, Iowa.  He also writes under the pen name of Noah Bly.
"
d'bi young,"d’bi.young anitafrika is a Jamaican-Canadian feminist dub poet and activist.  Her work includes theatrical performances, four published collections of poetry, twelve plays, and seven albums.
"
Ian Young,"Ian Young (born January 5, 1945) is an English-Canadian poet, editor, literary critic, and historian. While a student at the University of Toronto, he was a founding member of the University of Toronto Homophile Association, the first post-Stonewall gay organization in Canada.[1][2] He founded Canada's first gay publishing company, Catalyst Press, in 1970,[1] printing over thirty works of poetry and fiction by Canadian, British, and American writers until the press ceased operation in 1980.[2] His work has appeared in Canadian Notes & Queries, The Gay & Lesbian Review Worldwide, Rites and Continuum,[3] as well as in more than fifty anthologies.[4] He was a regular columnist for The Body Politic from 1975 to 1985[1] and for Torso between 1991 and 2008.[5]
"
Perry Deane Young,"Perry Deane Young (March 27, 1941 – January 1, 2019) was a journalist, author, playwright, historian, and professional gardener.[1] He was the author of Two of the Missing, about fellow journalists Sean Flynn and Dana Stone, who went missing during the Vietnam War and whose fates remain unknown, and the co-author of The David Kopay Story, a biography of 1970's professional football player David Kopay, who revealed in 1975 that he was gay.[1]
"
Marguerite Yourcenar,"Marguerite Yourcenar (UK: /ˈjʊərsənɑːr, ˈjʊkənɑːr/,[1][2] US: /ˌjʊərsəˈnɑːr/,[3] French: [maʁɡ(ə)ʁit juʁsənaʁ] (listen); born Marguerite Antoinette Jeanne Marie Ghislaine Cleenewerck de Crayencour, 8 June 1903 – 17 December 1987) was a French novelist and essayist born in Brussels, Belgium, who became a US citizen in 1947. Winner of the Prix Femina and the Erasmus Prize, she was the first woman elected to the Académie française, in 1980, and the seventeenth person to occupy seat 3.
"
Josée Yvon,"
Josée Yvon (1950 – June 12, 1994) was a Quebec poet, playwright and screenwriter. Her work relates largely to marginalised groups in society.
"
Luis Zapata,"Luis Zapata Quiroz (27 April 1951 – 4 November 2020)[1] was one of the most prominent gay writers in Mexican literature.[2]
"
Eve Zaremba,"Eve Zaremba (born 1930 in Kalisz, Poland)[1] is a Canadian mystery writer.[1] She has published several novels focusing on Helen Keremos, a private detective who has been described the first lesbian character in literary history to be the main character in an ongoing series of mystery novels.[2]
"
Jerzy Zawieyski,"
"
Fiona Zedde,"Fiona Zedde (born January 24, 1976) is the pen name of Jamaican-born American fiction writer Fiona Lewis . Her 2005 novel, Bliss, was a finalist for the Lambda Literary Award for début Lesbian Fiction.[1]
"
"Cyd Zeigler, Jr.","Cyd Zeigler Jr (born in Harwich, Massachusetts) is a commentator and author in the field of sexuality and sports. Zeigler co-founded Outsports and the National Gay Flag Football League. He had a featured part in the documentary F(l)ag Football (2015).
"
Alexander Ziegler,"Alexander Ziegler (8 March 1944 – in Zürich; 11 August 1987 in Zürich) was a Swiss author and actor.
"
Richard Zimler,"Richard Zimler (born 1 January 1956 in Roslyn Heights, New York) is a best-selling author. His books, which have earned him a 1994 National Endowment of the Arts Fellowship in Fiction and the 1998 Herodotus Award, have been published in many countries and translated into more than 20 languages.
"
Robert D. Zimmerman,"
Robert Dingwall (R.D.) Zimmerman (born August 8, 1952) is an American author of mysteries, psychological thrillers, and children's books.  He has won several literary awards.
"
Narcyza Żmichowska,"Narcyza Żmichowska pronounced [narˈt͡sɨza ʐmʲiˈxɔfska] (Warsaw, 4 March 1819 – 24 December 1876, Warsaw), also known under her popular nom de plume Gabryella, was a Polish novelist and poet. She is considered a precursor of feminism in Poland.
"
Rachel Zolf,"Rachel Zolf (born 1968) is a Canadian-American poet and theorist. They are the author of five poetry collections: Janey's Arcadia[1](2014), which was nominated for a Lambda Literary Award, a Raymond Souster Memorial Award,[2] and a Vine Award;[3] Neighbour Procedure[4](2010); Human Resources[5](2007), which won the 2008 Trillium Book Award for Poetry and was a finalist for the Lambda Literary Award; Masque [6](2004), which was shortlisted for the 2005 Trillium Book Award for Poetry; and Her absence, this wanderer [7](1999), the title poem of which was a finalist in the CBC Literary Competition. A selected poetry, Social Poesis: The Poetry of Rachel Zolf,[8] was published in 2019, and a work of poetics/theory, No One's Witness: A Monstrous Poetics,[9] in 2021. They received a Pew Fellowship in the Arts[10] in 2018.
"
Daniel Zomparelli,"Daniel Zomparelli is a Canadian writer from Vancouver, British Columbia.[1] He is married to American screenwriter Gabe Liedman.[2]
"
Mark Richard Zubro,"Mark Richard Zubro is an American mystery novelist. He lives in Mokena, Illinois and taught 8th grade English at Summit Hill Jr. High in nearby Frankfort Square, Illinois.[1]
"
Peter Zuckerman,"Peter Zuckerman (born December 27, 1979) is an American journalist and author who has focused his career in court reporting, investigative journalism, and adventure stories. He is also a leader of several prominent progressive political campaigns.
"
Harriet Sohmers Zwerling,"Harriet Sohmers Zwerling (March 26, 1928 – June 21, 2019) was an American writer and artist's model.[1]
"
